customer_name,customer_phone,product_name,quantity,unit_price,discount,paid_amount,sale_date
Fatema Hossain,01757271259,Coca Cola 1L Bottle,2,85.0,0.0,170.0,2025-07-25
Rashed Das,01729318518,Teer Mustard Oil Loose,1,200.0,0.0,80.0,2025-07-25
Rashed Das,01729318518,ACI Pure Atta 2kg Pack,1,140.0,0.0,56.0,2025-07-25
Nipu Mia,01785685313,Radhuni Chaat Masala 50g Pack,4,65.0,0.0,260.0,2025-07-25
Tamim Islam,01741393866,ACI Bombay Sweets 400g Pack,1,95.0,10.0,85.0,2025-07-25
Karim Begum,01762527815,Coriander Seeds 100g Pack,3,65.0,0.0,195.0,2025-07-25
Nipu Mia,01785685313,BR-28 Rice Loose,5,65.0,0.0,325.0,2025-07-25
Nipu Mia,01785685313,Pran Masala Powder 200g Pack,5,168.0,0.0,840.0,2025-07-25
Rozina Sheikh,01759149581,Red Bull Energy Drink 250ml,2,195.0,5.0,385.0,2025-07-25
Halim Ali,01756524028,Clove (Lobongo) 25g Pack,5,118.0,0.0,413.0,2025-07-25
Halim Ali,01756524028,Nazirshail Rice Loose,6,92.0,6.67,532.0,2025-07-25
Halim Ali,01756524028,ACI Salt 1kg Pack,6,36.0,6.67,196.0,2025-07-25
Halim Ali,01756524028,Rupchanda Soyabean Oil 5L Bottle,3,945.0,6.67,2815.0,2025-07-25
Shamima Hossain,01751962015,Cauliflower Loose,6,52.0,0.0,312.0,2025-07-25
Rashed Ali,01763278908,Paijam Rice Loose,4,63.0,0.0,176.4,2025-07-25
Rashed Ali,01763278908,Icing Sugar 200g Pack,1,58.0,0.0,40.6,2025-07-25
Rashed Ali,01763278908,Miniket Rice 5kg Pack,5,390.0,0.0,1365.0,2025-07-25
Sabbir Ahmed,01783569459,Duck Eggs (Dozen),5,180.0,0.0,630.0,2025-07-25
Amina Das,01736315966,ACI Pure Atta 2kg Pack,3,140.0,5.0,410.0,2025-07-25
Amina Das,01736315966,Coca Cola 1L Bottle,3,85.0,5.0,245.0,2025-07-25
Rashed Ali,01763278908,Pran Masala Powder 100g Pack,3,85.0,0.0,178.5,2025-07-25
Sumaiya Akter,01738514760,Carrot Loose,1,62.0,20.0,42.0,2025-07-25
Sultana Khan,01757890162,Radhuni Chili Sauce 340g Bottle,6,115.0,0.0,690.0,2025-07-25
Amina Das,01736315966,Anchor Butter 227g Pack,5,315.0,2.5,1570.0,2025-07-25
Amina Das,01736315966,Fresh Vermicelli 200g Pack,5,52.0,2.5,255.0,2025-07-25
Rahima Sheikh,01782518935,Radhuni BBQ Sauce 340g Bottle,3,135.0,5.0,400.0,2025-07-25
Shamima Hossain,01751962015,Cake Rusk 300g Pack,1,75.0,0.0,30.0,2025-07-25
Shamima Hossain,01751962015,Pran Orange Juice 250ml Bottle,5,35.0,0.0,70.0,2025-07-25
Jannat Sarkar,01784870614,ACI Vermicelli 500g Pack,5,135.0,0.0,675.0,2025-07-25
Jannat Sarkar,01784870614,Pran Ghee 200g Jar,2,340.0,0.0,680.0,2025-07-25
Jannat Sarkar,01784870614,Bitter Gourd (Korola) Loose,3,68.0,0.0,204.0,2025-07-25
Rashed Uddin,01741514213,Maggi Masala-ae-Magic 6g Sachet,4,6.0,5.0,7.6,2025-07-25
Amina Sheikh,01742836459,Bay Leaf (Tej Pata) 20g Pack,4,55.0,0.0,220.0,2025-07-25
Amina Sheikh,01742836459,Clove (Lobongo) 25g Pack,5,118.0,0.0,413.0,2025-07-25
Tamim Begum,01720483208,Radhuni Fish Curry Masala 100g Pack,4,88.0,0.0,352.0,2025-07-25
Tamim Begum,01720483208,Shutki (Dried Fish),6,310.0,0.0,1860.0,2025-07-25
Nafisa Siddique,01728624916,Dano Milk Powder 350g Pack,5,348.0,0.0,1740.0,2025-07-25
Amina Das,01736315966,Suji (Semolina) 500g Pack,4,55.0,0.0,220.0,2025-07-25
Amina Das,01736315966,Pran Mango Juice 250ml Bottle,4,35.0,0.0,140.0,2025-07-25
Amina Das,01736315966,Maggi Masala-ae-Magic 6g Sachet,3,6.0,0.0,18.0,2025-07-25
Nipu Mia,01785685313,Katari Bhog Rice Loose,4,170.0,5.0,675.0,2025-07-25
Jabbar Chowdhury,01746557544,Date Sugar 250g Pack,6,138.0,0.0,331.2,2025-07-25
Jabbar Uddin,01768383397,Radhuni Garam Masala 50g Pack,3,90.0,0.0,270.0,2025-07-25
Sultana Chowdhury,01710082263,Radhuni Turmeric Powder 100g Pack,6,75.0,10.0,176.0,2025-07-25
Rozina Sheikh,01759149581,BD Salt 1kg Pack,4,35.0,0.0,140.0,2025-07-25
Neela Hossain,01792158192,Ginger Loose,3,220.0,10.0,640.0,2025-07-25
Neela Hossain,01792158192,Fresh Brown Bread 400g Loaf,4,55.0,10.0,200.0,2025-07-25
Jannat Sarkar,01784870614,Cumin Seeds (Jeera) 100g Pack,3,102.0,6.67,286.0,2025-07-25
Jannat Sarkar,01784870614,Garlic Loose,6,180.0,6.67,1060.0,2025-07-25
Jannat Sarkar,01784870614,Brown Atta (Whole Wheat) Loose,5,90.0,6.67,430.0,2025-07-25
Fatema Hossain,01757271259,Brown Atta (Whole Wheat) Loose,4,90.0,0.0,360.0,2025-07-25
Fatema Hossain,01757271259,ACI Bombay Sweets 200g Pack,2,48.0,0.0,96.0,2025-07-25
Sultana Chowdhury,01710082263,Fresh Vermicelli 200g Pack,6,52.0,10.0,302.0,2025-07-25
Shamima Hossain,01751962015,Date Sugar 250g Pack,5,138.0,5.0,272.0,2025-07-25
Shamima Hossain,01751962015,Duck Eggs (Dozen),5,180.0,5.0,356.0,2025-07-25
Neela Das,01772617248,Fresh Toast Biscuit 300g Pack,6,65.0,0.0,390.0,2025-07-25
Neela Das,01772617248,ACI Pure Dal Loose,5,155.0,0.0,775.0,2025-07-25
Jabbar Rahman,01711619648,Anchor Butter 227g Pack,6,315.0,5.0,1885.0,2025-07-25
Tamim Islam,01741393866,Nazirshail Rice 5kg Pack,4,460.0,5.0,1830.0,2025-07-25
Tamim Islam,01741393866,Miniket Rice (BRRI-28) Loose,3,78.0,5.0,224.0,2025-07-25
Jabbar Chowdhury,01746557544,Molasses (Gur) 500g,3,55.0,0.0,66.0,2025-07-26
Karim Akter,01791709120,ACI Pure Atta 2kg Pack,2,140.0,5.0,270.0,2025-07-26
Karim Akter,01791709120,ACI Vermicelli 500g Pack,5,135.0,5.0,665.0,2025-07-26
Jannat Sarkar,01784870614,Olympic Biscuit 300g Pack,1,62.0,2.5,57.0,2025-07-26
Jannat Sarkar,01784870614,ACI Bombay Sweets 200g Pack,1,48.0,2.5,43.0,2025-07-26
Karim Karim,01739230583,Radhuni Biryani Masala 100g Pack,5,92.0,0.0,460.0,2025-07-26
Karim Karim,01739230583,Pran Mango Juice 250ml Bottle,2,35.0,0.0,70.0,2025-07-26
Sultana Khan,01757890162,Dano Milk Powder 350g Pack,2,348.0,20.0,676.0,2025-07-26
Neela Hossain,01792158192,Fresh Brown Bread 400g Loaf,4,55.0,0.0,220.0,2025-07-26
Neela Hossain,01792158192,Pran Masala Powder 100g Pack,1,85.0,0.0,85.0,2025-07-26
Karim Karim,01739230583,Radhuni Chili Sauce 340g Bottle,4,115.0,6.67,440.0,2025-07-26
Karim Karim,01739230583,Fresh Soyabean Oil 1L Bottle,1,185.0,6.67,165.0,2025-07-26
Karim Karim,01739230583,Radhuni Coriander Powder 100g Pack,3,65.0,6.67,175.0,2025-07-26
Sumaiya Akter,01738514760,Mug Dal (Green Gram) Loose,2,155.0,0.0,310.0,2025-07-26
Sumaiya Akter,01738514760,Fresh Atta 1kg Pack,3,70.0,0.0,210.0,2025-07-26
Rashed Begum,01791208886,Desi Chicken (Country),6,520.0,5.0,3115.0,2025-07-26
Tasnia Uddin,01721472996,Maggi Noodles 4-Pack,1,95.0,0.0,95.0,2025-07-26
Tasnia Uddin,01721472996,Potato Loose,2,41.0,0.0,82.0,2025-07-26
Tasnia Uddin,01721472996,Teer Atta 1kg Pack,5,72.0,0.0,360.0,2025-07-26
Rozina Sheikh,01759149581,Anchor Butter 227g Pack,4,315.0,0.0,1260.0,2025-07-26
Rozina Sheikh,01759149581,Fresh Soyabean Oil 5L Bottle,1,925.0,0.0,925.0,2025-07-26
Rozina Sheikh,01759149581,Milk Vita 500ml Pack,3,56.0,0.0,168.0,2025-07-26
Abdul Karim,01739674811,Ilish (Hilsa) Dried,4,1950.0,0.0,7800.0,2025-07-26
Abdul Karim,01739674811,Pran Masala Powder 100g Pack,3,85.0,0.0,255.0,2025-07-26
Sultana Rahman,01786554926,Pran Chanachur 200g Pack,1,45.0,0.0,45.0,2025-07-26
Sultana Rahman,01786554926,Hilsa Fish Frozen,1,1250.0,0.0,1250.0,2025-07-26
Nasrin Begum,01731545867,CP Eggs (Dozen),5,145.0,0.0,725.0,2025-07-26
Nasrin Begum,01731545867,Pangash Fish Frozen,3,240.0,0.0,720.0,2025-07-26
Nasrin Begum,01731545867,Fresh Soyabean Oil Loose,5,190.0,0.0,950.0,2025-07-26
Shakib Ahmed,01764598478,Rupchanda Soyabean Oil 5L Bottle,1,945.0,10.0,925.0,2025-07-26
Shakib Ahmed,01764598478,Pran Milk Powder 500g Pack,3,475.0,10.0,1405.0,2025-07-26
Nasrin Ahmed,01792087367,Sandwich Bread 350g Loaf,3,52.0,0.0,156.0,2025-07-26
Rafiq Ali,01799688158,Teer Atta 2kg Pack,1,144.0,0.0,57.6,2025-07-26
Tamim Islam,01741393866,Teer Dal (Lentils) Loose,1,135.0,0.0,135.0,2025-07-26
Tamim Islam,01741393866,Radhuni Fish Curry Masala 100g Pack,1,88.0,0.0,88.0,2025-07-26
Mannan Ahmed,01717087735,Shrimp (Chingri) Frozen,3,660.0,0.0,1980.0,2025-07-26
Rafiq Ali,01799688158,ACI Bombay Sweets 200g Pack,2,48.0,0.0,96.0,2025-07-26
Rafiq Ali,01799688158,Pangash Fish Frozen,1,240.0,0.0,240.0,2025-07-26
Rahima Sheikh,01782518935,Radhuni BBQ Sauce 340g Bottle,4,135.0,5.0,535.0,2025-07-26
Shamima Khan,01775302980,Pangash Fish Frozen,5,240.0,0.0,1200.0,2025-07-26
Mushfiq Hossain,01731008303,Maggi Masala-ae-Magic 6g Sachet,4,6.0,0.0,16.8,2025-07-26
Karim Begum,01762527815,Cinnamon (Daruchini) 50g Pack,3,98.0,5.0,289.0,2025-07-26
Sultana Khan,01757890162,Kurkure 85g Pack,6,32.0,0.0,192.0,2025-07-26
Sultana Khan,01757890162,CP Eggs (Dozen),3,145.0,0.0,435.0,2025-07-26
Nipu Khan,01757863223,Fresh Soyabean Oil 5L Bottle,1,925.0,0.0,925.0,2025-07-26
Nipu Khan,01757863223,Sprite 1L Bottle,5,85.0,0.0,425.0,2025-07-26
Rashed Hossain,01732484555,Radhuni Turmeric Powder 200g Pack,4,148.0,0.0,592.0,2025-07-26
Rashed Hossain,01732484555,Garlic Loose,1,180.0,0.0,180.0,2025-07-26
Sultana Sarkar,01786658248,Sundarbans Honey 500g Bottle,4,580.0,20.0,2300.0,2025-07-26
Sultana Chowdhury,01710082263,Tapal Tea 190g Pack,1,118.0,6.67,68.6,2025-07-26
Sultana Chowdhury,01710082263,Fennel Seeds (Mouri) 100g Pack,1,90.0,6.67,49.0,2025-07-26
Sultana Chowdhury,01710082263,Mustard Seeds 100g Pack,6,75.0,6.67,301.0,2025-07-26
Mannan Mia,01795672874,Fanta 250ml Bottle,4,25.0,0.0,100.0,2025-07-26
Mannan Mia,01795672874,Shutki (Dried Fish),1,310.0,0.0,310.0,2025-07-26
Karim Begum,01762527815,Pran Tomato Ketchup 340g Bottle,2,125.0,0.0,250.0,2025-07-26
Nipu Mia,01785685313,Eggplant (Begun) Loose,4,55.0,0.0,220.0,2025-07-26
Nipu Mia,01785685313,Suji (Semolina) 500g Pack,6,55.0,0.0,330.0,2025-07-26
Nasrin Begum,01731545867,Lexus Biscuit 200g Pack,6,42.0,10.0,169.4,2025-07-26
Neela Hossain,01792158192,Molasses (Gur) 500g,4,55.0,0.0,220.0,2025-07-26
Neela Hossain,01792158192,Teer Soyabean Oil 2L Bottle,4,378.0,0.0,1512.0,2025-07-26
Rafiq Ali,01799688158,Shutki (Dried Fish),2,310.0,0.0,620.0,2025-07-26
Nafisa Siddique,01728624916,Radhuni Chili Powder 100g Pack,3,80.0,5.0,230.0,2025-07-26
Nafisa Siddique,01728624916,Cocola Noodles 8-Pack,1,82.0,5.0,72.0,2025-07-26
Mushfiq Akter,01758816061,Pusti Soyabean Oil 1L Bottle,2,187.0,0.0,261.8,2025-07-26
Mushfiq Akter,01758816061,Maida (Refined Flour) Loose,3,68.0,0.0,142.8,2025-07-26
Mannan Karim,01789670176,Indomie Noodles 5-Pack,4,102.0,0.0,408.0,2025-07-26
Nasrin Begum,01731545867,Radish (Mula) Loose,2,35.0,0.0,70.0,2025-07-26
Nasrin Begum,01731545867,Red Bull Energy Drink 250ml,6,195.0,0.0,1170.0,2025-07-26
Mannan Ahmed,01717087735,Black Pepper Whole 50g Pack,4,128.0,5.0,351.4,2025-07-26
Mannan Ahmed,01717087735,Cake Rusk 300g Pack,4,75.0,5.0,203.0,2025-07-26
Rahim Sheikh,01798474353,Radhuni Meat Curry Masala 100g Pack,6,88.0,5.0,523.0,2025-07-26
Rashed Das,01729318518,Cinnamon (Daruchini) 50g Pack,1,98.0,0.0,98.0,2025-07-26
Karim Karim,01739230583,BR-28 Rice Loose,3,65.0,10.0,175.0,2025-07-26
Karim Karim,01739230583,Radhuni Chili Powder 100g Pack,4,80.0,10.0,300.0,2025-07-26
Amina Sheikh,01742836459,Farm Fresh Eggs White (Dozen),6,141.0,10.0,836.0,2025-07-26
Karim Begum,01762527815,ACI Salt 1kg Pack,6,36.0,20.0,137.2,2025-07-26
Abdul Karim,01739674811,Sundarbans Honey 500g Bottle,5,580.0,20.0,2880.0,2025-07-27
Jamal Hossain,01793596808,Teer Soyabean Oil 2L Bottle,3,378.0,10.0,449.6,2025-07-27
Nipu Uddin,01769683068,Green Chili Loose,1,120.0,2.5,115.0,2025-07-27
Nipu Uddin,01769683068,Maggi Masala-ae-Magic 6g Sachet,5,6.0,2.5,25.0,2025-07-27
Fatema Islam,01794491439,Radhuni Meat Curry Masala 100g Pack,3,88.0,20.0,170.8,2025-07-27
Jabbar Uddin,01768383397,Tiger Biscuit 300g Pack,6,58.0,20.0,229.6,2025-07-27
Rahim Sarkar,01776683789,Clove (Lobongo) 25g Pack,4,118.0,0.0,472.0,2025-07-27
Rafiq Ali,01799688158,Coca Cola 1L Bottle,5,85.0,0.0,425.0,2025-07-27
Karim Akter,01791709120,Arla Butter 200g Pack,5,285.0,0.0,1425.0,2025-07-27
Nasrin Begum,01731545867,Country Eggs (Dozen),1,170.0,0.0,119.0,2025-07-27
Nasrin Begum,01731545867,Pran Milk Powder 500g Pack,4,475.0,0.0,1330.0,2025-07-27
Shamima Hossain,01751962015,Chinigura Rice Loose,1,165.0,0.0,165.0,2025-07-27
Shamima Hossain,01751962015,CP Eggs (Dozen),3,145.0,0.0,435.0,2025-07-27
Halim Ali,01756524028,Mutton (Goat),6,1100.0,0.0,2640.0,2025-07-27
Halim Ali,01756524028,Pran Ghee 500g Jar,2,850.0,0.0,680.0,2025-07-27
Karim Akter,01791709120,Radhuni Biryani Masala 100g Pack,3,92.0,20.0,256.0,2025-07-27
Jabbar Das,01748196696,Cabbage Loose,1,40.0,0.0,28.0,2025-07-27
Jabbar Das,01748196696,Fresh Soyabean Oil 1L Bottle,1,185.0,0.0,129.5,2025-07-27
Nafisa Siddique,01728624916,Anchor Butter 227g Pack,6,315.0,5.0,1319.5,2025-07-27
Tasnia Uddin,01721472996,Black Pepper Powder 50g Pack,1,120.0,0.0,120.0,2025-07-27
Mannan Karim,01789670176,Cinnamon (Daruchini) 50g Pack,4,98.0,10.0,372.0,2025-07-27
Mannan Karim,01789670176,ACI Soy Sauce 250ml Bottle,5,85.0,10.0,405.0,2025-07-27
Sumaiya Hossain,01794969013,Ilish (Hilsa) Dried,1,1950.0,3.33,776.0,2025-07-27
Sumaiya Hossain,01794969013,Paijam Rice Loose,2,63.0,3.33,46.4,2025-07-27
Sumaiya Hossain,01794969013,Chinigura Rice Loose,5,165.0,3.33,326.0,2025-07-27
Rashed Ali,01763278908,Maggi Noodles 4-Pack,5,95.0,0.0,475.0,2025-07-27
Farzana Islam,01790359038,Radhuni Biryani Masala 100g Pack,4,92.0,20.0,348.0,2025-07-27
Jabbar Rahman,01711619648,ACI Pure Paneer 200g Pack,5,165.0,0.0,825.0,2025-07-27
Jabbar Rahman,01711619648,Teer Soyabean Oil 1L Bottle,6,189.0,0.0,1134.0,2025-07-27
Tamim Islam,01741393866,Fresh Soyabean Oil 5L Bottle,5,925.0,5.0,4615.0,2025-07-27
Tamim Islam,01741393866,Fresh Milk 500ml Bottle,5,52.0,5.0,250.0,2025-07-27
Shamima Hossain,01751962015,Fresh Vermicelli 200g Pack,5,52.0,0.0,260.0,2025-07-27
Rahim Sheikh,01798474353,ACI Vermicelli 200g Pack,3,55.0,2.5,64.0,2025-07-27
Rahim Sheikh,01798474353,Cake Rusk 300g Pack,1,75.0,2.5,28.0,2025-07-27
Sultana Khan,01757890162,Chola Dal (Chickpeas) Loose,4,128.0,5.0,202.8,2025-07-27
Rafiq Ali,01799688158,Fresh Cheese 250g Pack,2,200.0,0.0,280.0,2025-07-27
Rafiq Ali,01799688158,Red Bull Energy Drink 250ml,4,195.0,0.0,546.0,2025-07-27
Mushfiq Hossain,01731008303,Pran Masala Powder 100g Pack,4,85.0,10.0,224.0,2025-07-27
Mushfiq Hossain,01731008303,Lays Chips 50g Pack,6,25.0,10.0,91.0,2025-07-27
Farzana Islam,01790359038,Paijam Rice Loose,2,63.0,20.0,106.0,2025-07-27
Sultana Khan,01757890162,Arla Butter 200g Pack,4,285.0,10.0,1120.0,2025-07-27
Sultana Khan,01757890162,ACI Pure Paneer 200g Pack,2,165.0,10.0,310.0,2025-07-27
Nipu Uddin,01769683068,Farm Fresh Eggs White (Dozen),3,141.0,5.0,418.0,2025-07-27
Tamim Islam,01741393866,Sandwich Bread 350g Loaf,6,52.0,0.0,312.0,2025-07-27
Tamim Islam,01741393866,Maida (Refined Flour) Loose,5,68.0,0.0,340.0,2025-07-27
Tamim Islam,01741393866,Black Pepper Powder 50g Pack,5,120.0,0.0,600.0,2025-07-27
Fatema Hossain,01757271259,Nazirshail Rice Loose,5,92.0,0.0,460.0,2025-07-27
Fatema Hossain,01757271259,Olympic Biscuit 300g Pack,1,62.0,0.0,62.0,2025-07-27
Rahim Das,01797849777,Cumin Seeds (Jeera) 100g Pack,2,102.0,0.0,142.8,2025-07-27
Karim Begum,01762527815,Radhuni Turmeric Powder 200g Pack,2,148.0,0.0,207.2,2025-07-27
Sultana Rahman,01786554926,Meghna Sugar 1kg Pack,6,89.0,0.0,534.0,2025-07-27
Rashed Begum,01791208886,Danish Butter Cookies 250g,1,205.0,0.0,205.0,2025-07-27
Rashed Begum,01791208886,Chinigura Rice Loose,4,165.0,0.0,660.0,2025-07-27
Rahim Sheikh,01798474353,Radhuni Garam Masala 50g Pack,6,90.0,20.0,520.0,2025-07-27
Karim Karim,01739230583,Suji Loose,5,105.0,0.0,525.0,2025-07-27
Karim Karim,01739230583,ACI Bombay Sweets 400g Pack,4,95.0,0.0,380.0,2025-07-27
Sultana Chowdhury,01710082263,Shutki (Dried Fish),3,310.0,0.0,372.0,2025-07-27
Sultana Chowdhury,01710082263,ACI Vermicelli 200g Pack,2,55.0,0.0,44.0,2025-07-27
Abdul Karim,01739674811,Pran Mango Juice 250ml Bottle,6,35.0,1.67,205.0,2025-07-27
Abdul Karim,01739674811,Fresh Soyabean Oil 5L Bottle,3,925.0,1.67,2770.0,2025-07-27
Abdul Karim,01739674811,Rui Fish Frozen,3,385.0,1.67,1150.0,2025-07-27
Tamim Islam,01741393866,Fresh Toast Biscuit 300g Pack,5,65.0,0.0,325.0,2025-07-27
Tamim Islam,01741393866,Tiger Biscuit 300g Pack,2,58.0,0.0,116.0,2025-07-27
Rahim Sarkar,01776683789,RC Cola 250ml Bottle,5,23.0,0.0,115.0,2025-07-27
Rahim Sarkar,01776683789,BR-28 Rice Loose,2,65.0,0.0,130.0,2025-07-27
Rahim Sarkar,01776683789,Pran Tomato Ketchup 340g Bottle,2,125.0,0.0,250.0,2025-07-27
Karim Karim,01739230583,Pran Masala Powder 100g Pack,3,85.0,5.0,250.0,2025-07-27
Sultana Sarkar,01786658248,Cabbage Loose,6,40.0,5.0,235.0,2025-07-27
Amina Das,01736315966,Pran Mixed Pickles 400g Jar,2,165.0,0.0,330.0,2025-07-27
Amina Das,01736315966,Maida (Refined Flour) Loose,2,68.0,0.0,136.0,2025-07-27
Amina Das,01736315966,Olympic Biscuit 300g Pack,6,62.0,0.0,372.0,2025-07-27
Nipu Mia,01785685313,Pran Ghee 200g Jar,6,340.0,0.0,2040.0,2025-07-27
Nipu Mia,01785685313,CP Eggs (Dozen),5,145.0,0.0,725.0,2025-07-27
Nipu Mia,01785685313,Fresh Atta 5kg Pack,2,340.0,0.0,680.0,2025-07-27
Sultana Sarkar,01786658248,Bay Leaf (Tej Pata) 20g Pack,3,55.0,0.0,165.0,2025-07-27
Rahima Roy,01711470400,Pumpkin (Misti Kumra) Loose,5,42.0,0.0,210.0,2025-07-27
Abdul Karim,01739674811,Fresh Milk 500ml Bottle,5,52.0,0.0,104.0,2025-07-27
Rozina Sheikh,01759149581,Pran Mango Juice 250ml Bottle,5,35.0,10.0,115.5,2025-07-27
Nipu Uddin,01769683068,Burger Buns 6pcs Pack,4,62.0,1.67,243.0,2025-07-27
Nipu Uddin,01769683068,ACI Pure Honey 250g Bottle,1,285.0,1.67,280.0,2025-07-27
Nipu Uddin,01769683068,ACI Pure Paneer 200g Pack,4,165.0,1.67,655.0,2025-07-27
Amina Sheikh,01742836459,Fresh Vermicelli 200g Pack,1,52.0,0.0,52.0,2025-07-27
Karim Akter,01791709120,ACI Bombay Sweets 200g Pack,3,48.0,6.67,124.0,2025-07-28
Karim Akter,01791709120,Fresh Soyabean Oil Loose,4,190.0,6.67,740.0,2025-07-28
Karim Akter,01791709120,Tomato Loose,5,85.0,6.67,405.0,2025-07-28
Jabbar Uddin,01768383397,Tomato Loose,1,85.0,0.0,85.0,2025-07-28
Jabbar Uddin,01768383397,Pusti Soyabean Oil 1L Bottle,5,187.0,0.0,935.0,2025-07-28
Neela Hossain,01792158192,Radhuni Mustard Oil 1L Bottle,4,195.0,0.0,780.0,2025-07-28
Rashed Uddin,01741514213,Spinach (Pui Shak) Loose,6,38.0,0.0,228.0,2025-07-28
Rashed Uddin,01741514213,Pran Ghee 200g Jar,6,340.0,0.0,2040.0,2025-07-28
Abdul Chowdhury,01764263925,Coriander Leaves Loose,6,45.0,10.0,260.0,2025-07-28
Rahim Das,01797849777,Meghna Sugar 1kg Pack,5,89.0,2.5,440.0,2025-07-28
Rahim Das,01797849777,Anchor Butter 227g Pack,6,315.0,2.5,1885.0,2025-07-28
Karim Akter,01791709120,Cornflour 200g Pack,2,48.0,0.0,96.0,2025-07-28
Karim Akter,01791709120,Fresh Bread 400g Loaf,3,48.0,0.0,144.0,2025-07-28
Fatema Islam,01794491439,7UP 250ml Bottle,6,25.0,0.0,150.0,2025-07-28
Rashed Das,01729318518,Milk Vita 500ml Pack,6,56.0,0.0,235.2,2025-07-28
Nipu Hossain,01744772550,Coriander Seeds 100g Pack,5,65.0,0.0,325.0,2025-07-28
Rafiq Ali,01799688158,Milk Vita 500ml Pack,5,56.0,0.0,280.0,2025-07-28
Rafiq Ali,01799688158,Katari Bhog Rice Loose,2,170.0,0.0,340.0,2025-07-28
Sumaiya Hossain,01794969013,Radhuni Fish Curry Masala 100g Pack,2,88.0,1.67,119.7,2025-07-28
Sumaiya Hossain,01794969013,Broiler Chicken Frozen,1,310.0,1.67,213.5,2025-07-28
Sumaiya Hossain,01794969013,ACI Pure Dal Loose,2,155.0,1.67,213.5,2025-07-28
Shakib Ahmed,01764598478,Hilsa Fish Frozen,4,1250.0,5.0,4995.0,2025-07-28
Karim Karim,01739230583,Carrot Loose,5,62.0,6.67,290.0,2025-07-28
Karim Karim,01739230583,Cinnamon (Daruchini) 50g Pack,3,98.0,6.67,274.0,2025-07-28
Karim Karim,01739230583,Bitter Gourd (Korola) Loose,2,68.0,6.67,116.0,2025-07-28
Amina Das,01736315966,Cake Rusk 300g Pack,2,75.0,0.0,60.0,2025-07-28
Mannan Karim,01789670176,Atap Rice (Brown) Loose,4,88.0,1.67,347.0,2025-07-28
Mannan Karim,01789670176,Fresh Toast Biscuit 300g Pack,6,65.0,1.67,385.0,2025-07-28
Mannan Karim,01789670176,Tomato Loose,6,85.0,1.67,505.0,2025-07-28
Mushfiq Akter,01758816061,Molasses (Gur) 500g,4,55.0,0.0,220.0,2025-07-28
Jamal Hossain,01793596808,Rupchanda Soyabean Oil 1L Bottle,5,189.0,0.0,945.0,2025-07-28
Rashed Das,01729318518,Radhuni BBQ Sauce 340g Bottle,5,135.0,0.0,675.0,2025-07-28
Tamim Islam,01741393866,Radhuni Salt 1kg Pack,2,35.0,0.0,70.0,2025-07-28
Tamim Islam,01741393866,Fresh Drinking Water 1L,5,20.0,0.0,100.0,2025-07-28
Tamim Islam,01741393866,Cauliflower Loose,3,52.0,0.0,156.0,2025-07-28
Jabbar Das,01748196696,Clove (Lobongo) 25g Pack,3,118.0,5.0,349.0,2025-07-28
Tamim Begum,01720483208,Rupchanda Soyabean Oil 5L Bottle,2,945.0,0.0,1890.0,2025-07-28
Abdul Chowdhury,01764263925,ACI Pure Milk 1L Bottle,5,110.0,20.0,530.0,2025-07-28
Mushfiq Akter,01758816061,ACI Pure Paneer 200g Pack,6,165.0,0.0,990.0,2025-07-28
Mushfiq Akter,01758816061,Mojo 250ml Bottle,4,25.0,0.0,100.0,2025-07-28
Nipu Hossain,01744772550,Lays Chips 50g Pack,5,25.0,2.5,120.0,2025-07-28
Nipu Hossain,01744772550,Radhuni Cumin Powder 100g Pack,6,95.0,2.5,565.0,2025-07-28
Fatema Islam,01794491439,Fresh Atta 1kg Pack,1,70.0,0.0,70.0,2025-07-28
Nipu Mia,01785685313,Local Beef,4,750.0,0.0,3000.0,2025-07-28
Sumaiya Akter,01738514760,Pran Sugar 1kg Pack,4,88.0,10.0,332.0,2025-07-28
Sumaiya Akter,01738514760,Eggplant (Begun) Loose,1,55.0,10.0,35.0,2025-07-28
Mushfiq Akter,01758816061,Teer Sugar 1kg Pack,6,88.0,0.0,369.6,2025-07-28
Tamim Begum,01720483208,Radhuni Chili Powder 200g Pack,6,158.0,0.0,948.0,2025-07-28
Tamim Begum,01720483208,Radhuni Turmeric Powder 100g Pack,3,75.0,0.0,225.0,2025-07-28
Jabbar Rahman,01711619648,ACI Vermicelli 200g Pack,5,55.0,0.0,275.0,2025-07-28
Amina Sheikh,01742836459,Date Sugar 250g Pack,5,138.0,5.0,680.0,2025-07-28
Amina Sheikh,01742836459,Bashmati Rice 2kg Pack,1,395.0,5.0,385.0,2025-07-28
Jabbar Sarkar,01741413978,ACI Pure Atta 2kg Pack,6,140.0,0.0,588.0,2025-07-28
Sabbir Ahmed,01783569459,Teer Atta 2kg Pack,4,144.0,0.0,576.0,2025-07-28
Sabbir Ahmed,01783569459,Date Sugar 250g Pack,6,138.0,0.0,828.0,2025-07-28
Rashed Das,01729318518,Coca Cola 1L Bottle,3,85.0,0.0,255.0,2025-07-28
Rashed Das,01729318518,Pran Mixed Pickles 400g Jar,1,165.0,0.0,165.0,2025-07-28
Rahim Sheikh,01798474353,Pran Noodles 350g Pack,1,42.0,0.0,42.0,2025-07-28
